restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
L'Accanto,via Santa Maria Vecchia 2,Vico Equense, Vico Equense,80066,€€€,Modern Cuisine,"Having left the busy coastal road behind you, you come into the peaceful and luxurious enclave of the Angiolieri hotel and its classically elegant L’Accanto restaurant. As soon as the weather allows, dinner is served outdoors on one of the most spectacular terraces in the area, overlooking the Bay of Naples and its breathtaking sunsets. The top-quality cuisine focuses mainly on the abundant recipes and ingredients of Campania.","['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 081 802 9161,https://www.grandhotelangiolieri.it/it/dining-with-a-view/laccanto.html, Vico Equense,40.6623446,14.4264683,Campania
La Cucina de' Mibabbo,corso Lodi 19,Milano,20135, Italy,€€,"Tuscan, Meats and Grills","The name (“My grandfather’s cooking”) says it all: this restaurant serves cuisine from the owner’s native Tuscany, with a focus on Tuscan ingredients prepared with an updated and modern twist. Good selection of Tuscan specialities such as grilled meats and dishes cooked in a wood-fired oven in the evening, while the lunchtime menu is more restricted and Italian in feel.","['Air conditioning', 'Wheelchair access']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 02 4548 8997,http://www.mibabbo.it,20135,45.45467637920792,9.210108390346534,Lombardia
Guidoristorante,via Alba 15,Alba,12050, Italy,€€€,"Piedmontese, Contemporary","Lidia and Guido Alciati opened their restaurant in 1961 and Italian cuisine has not been the same since – their hard work signalled the beginning of real change which revolutionised cooking in Italy. They were among the first to understand the importance of regional ingredients, sourcing excellent produce which Lidia then showcased in her superb dishes, while Guido was responsible for the attentive service and excellent wine list. Their teachings live on in the sumptuous dining rooms in Villa Fontanafredda, where their children continue the culinary traditions established by their parents. Ugo’s sensitive skills in the kitchen and Piero’s experience front of house contribute to the success of this restaurant, where the best food and wine from the region in served in deceptively simple dishes that have few equals. One of the highlights is the plin (stuffed agnolotti pasta closed with a “pinch” by Lidia), which has drawn visitors here from all around the world and which is as delicious as ever – the pasta is stuffed with meat and vegetables and served with a velvety meat sauce. A modern fireplace adds a contemporary feel to the austere, old-fashioned elegance in one of the dining rooms.","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0173 626162,https://www.guidoristorante.it/,12050,44.70288025244755,8.053961726573426,Piemonte
Osteria Origano,via Giuseppina Scarciglia 18,Martano,73020, Italy,€€€,"Contemporary, Apulian","A small wine boutique at the entrance to this osteria in the village centre, displays the restaurant’s own wines, which are the perfect complement to your meal, as well as being available to purchase and take home with you. To the rear, an attractive closed veranda and an outdoor space are the perfect settings for hearty, traditional cuisine which ranges from spit-roasted meats to local salumi and home-made pastas. A few fish options are also available.",['Air conditioning'],"['Amex', 'Mastercard', 'Visa']",+39 0836 190 5996,http://www.menhirsalento.com,73020,40.188695197179484,18.266268454102565,Puglia
Sottovoce,piazza Cavour 24,Como,22100, Italy,€€€€,Italian Contemporary,"One of the first rooftop restaurants in Como, Sottovoce boasts an elegant, contemporary feel. Stefano Mattara’s gourmet cuisine makes full use of Italy’s wealth of ingredients, with a particular focus on local produce such as fish from the lake which is served in creative and imaginative dishes. There’s a quiet, intimate dining room, a private balcony for groups (a maximum of eight people) and a spectacular outdoor Infinity Bar in which to enjoy an aperitif in the afternoon while admiring the beautiful views of the lake.","['Air conditioning', 'Wheelchair access']","['Amex', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 031 537 5241,https://vistalagodicomo.com/it/restaurant/,22100,45.8117154456028,9.077408962667443,Lombardia
Krèsios,via San Giovanni 59,Telese Terme,82037, Italy,€€€€,"Creative, Contemporary","This old country house is the setting for some of the region’s most innovative cuisine. There’s no choice here, just one long surprise tasting menu with many courses that takes guests on a fast-paced and exciting culinary voyage. Although some of the dishes are inspired by Campanian traditions, the menu features flavours from around the world, recreating often little-known Italian and international recipes with a personalised twist. Chef Giuseppe Iannotti always succeeds in surprising his guests, thanks to his ingredients, cooking techniques and stunning presentations. A selection of wines from small-scale producers completes the picture – after all, Krèsios is simply another name for Bacchus.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0824 940723,https://www.kresios.com/,82037,41.21670815818182,14.525616292727273,Campania
Lucia,via Lampedusa 12,Giulianova,64021, Italy,€€,"Seafood, Classic Cuisine","Having just celebrated their 50th anniversary (they opened in 1971), this restaurant and hotel of the same name remain a solid culinary reference on the Abruzzi coast. The menu here is dedicated solely to fish and, as a result and is often the case, the wine list focuses almost exclusively on white wines. The fish (almost all of which comes from the Adriatic) is carefully sourced, while in the kitchen the chefs prepare classic dishes (such as enormous local langoustines cooked – and served – in a pan with oil, wine, garlic and rosemary) and a few more modern recipes (crispy mullet served with the award-winning spicy Ventricina salami).",['Air conditioning'],"['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 085 800 5807,https://www.hlucia.it/,64021,42.7481427,13.958636180952382,Abruzzo
Sogno,via Porto San Felice 41,Gargnano,25010, Italy,€€€,"Modern Cuisine, Mediterranean Cuisine","This aptly named restaurant (“sogno” is the Italian for dream) really is a dream come true, especially in summer when you can dine on the romantic lakeside terrace. The delicious Mediterranean-style cuisine will more than satisfy your tastebuds, while there’s also the option of staying in the hotel of the same name. Private mooring available.","['Car park', 'Garden or park', 'Great view', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0365 62102,https://www.sognogarda.it/,25010,45.67185541756548,10.648677783359014,Lombardia
Camana Veglia,via Ostaria 583,Livigno,23041, Italy,€€,"Modern Cuisine, Country cooking","Typical wood interiors and attention to detail, in a typical establishment with recently renovated ""themed"" bedrooms; Valtellino cuisine.","['Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0342 996310,https://www.camanaveglia.it/,23041,46.53118800833333,10.134089391666667,Lombardia
Patauner,via Bolzano 6,Terlano,39018, Italy,€€,"Regional Cuisine, Traditional Cuisine","Despite its simple appearance, this restaurant on the side of the road dates from the 17C and has been run by the same family for the past century. Today, the third and fourth generations work side by side in the kitchen, preparing dishes with a strong regional flavour. Highlights include the white Terlano asparagus in season and offal dishes throughout the year.","['Car park', 'Terrace']","['Mastercard', 'Visa']",+39 0471 918502,https://www.restaurant-patauner.net,39018,46.5359124,11.249574152982351,Trentino-Alto Adige
Bis Osteria Italiana Contemporanea,Via 20 Settembre 50,Colle di Val d'Elsa,53034, Italy,€€,"Seasonal Cuisine, Tuscan","In the glorious premises of the old Arnolfo restaurant in the old town, this restaurant is run by the same management as previously, although with a new young chef at the helm in the kitchen. The delicious yet concise menu features “Italian specialities” (the name given to all the main courses) with a focus on meat and fish, accompanied by excellent bread options (you can even order “scarpetta” dipping bread for mopping up the remains of a Cinta Senese pork sauce). The house speciality is a delicious pigeon dish. In fine weather, guests can dine on the beautiful, tranquil terrace.","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 338 770 6128,http://www.osteriabis.it,53034,43.417313666915426,11.12385522885572,Toscana
Marelet,viale Cesare Battisti 17,Treviglio,24047, Italy,€€,"Modern Cuisine, Italian","The name of this restaurant discreetly hidden away in an alleyway on the edge of the town centre is a dialect word meaning “old bachelor”. Small tables set close together give the ambience of a French brasserie and provide the setting for modern, Mediterranean-inspired cuisine. There’s a simpler menu at lunchtime, including salads, tapas and sandwiches, while more choice is available in the evening. Lively atmosphere.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0363 184 9877,https://www.marelet.it,24047,45.5234753,9.59303661574074,Lombardia
Rovello 18,via Tivoli 2,Milano,20121, Italy,€€€,"Italian, Classic Cuisine","This lively and welcoming bistro furnished with smart wooden furniture is the setting for cuisine which focuses on carefully chosen ingredients presented with the minimum of fuss. Although the menu features a few specialities from Milan, most of the dishes here are Mediterranean in style. Interesting wine selection, including by the glass.","['Air conditioning', 'Interesting wine list']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 02 7209 3709,https://www.rovello18.it/,20121,45.47222398448629,9.188271295292672,Lombardia
Palmerino - Il Bacalà a Sandrigo,via Piave 13,Sandrigo,36066, Italy,€€,"Venetian, Seafood","Situated just outside the village, this unusual restaurant now run by the fourth generation of the same family is dedicated to baccala (dried cod). This features not only on the menu but also in much of the decor.","['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0444 659034,https://palmerino.eu/,36066,45.65898097639939,11.599635511195158,Veneto
